,Day,Month,Year,brokerage,open,price_target,stock,yield
46,6,3,2017,B. Riley,89.89,91.0,PG,0.012348425853821343
48,16,2,2017,Deutsche Bank,90.92,90.0,PG,-0.01011878574571057
49,15,2,2017,Jefferies Financial Group,89.81,101.0,PG,0.1245963701146866
51,24,1,2017,Citigroup,87.22,102.0,PG,0.16945654666360932
52,23,1,2017,B. Riley,87.09,106.0,PG,0.21713170283614655
53,23,1,2017,UBS Group,87.09,96.0,PG,0.10230795728556652
54,23,1,2017,Jefferies Financial Group,87.09,99.0,PG,0.13675508095074052
55,9,1,2017,Goldman Sachs Group,84.06,77.0,PG,-0.08398762788484415
57,22,12,2016,SunTrust Banks,84.0,85.0,PG,0.011904761904761862
58,20,12,2016,Stifel Nicolaus,84.57,86.0,PG,0.01690906940995629
59,13,12,2016,Deutsche Bank,84.67,90.0,PG,0.0629502775481281
61,21,11,2016,B. Riley,82.1,106.0,PG,0.2911084043848966
62,21,11,2016,Jefferies Financial Group,82.1,93.0,PG,0.1327649208282582
63,21,11,2016,UBS Group,82.1,94.0,PG,0.14494518879415352
64,31,10,2016,B. Riley,87.01,106.0,PG,0.21825077577289956
65,26,10,2016,Jefferies Financial Group,86.91,98.0,PG,0.12760326774824526
66,26,10,2016,Goldman Sachs Group,86.91,92.0,PG,0.05856633298814873
67,26,10,2016,B. Riley,86.91,106.0,PG,0.2196525140950409
68,12,10,2016,Argus,88.74,103.0,PG,0.16069416272256046
69,5,10,2016,UBS Group,88.48,96.0,PG,0.08499095840867987
71,15,8,2016,B. Riley,87.52,105.0,PG,0.1997257769652652
73,10,8,2016,Bank of America,86.26,95.0,PG,0.1013215859030836
74,9,8,2016,B. Riley,85.86,74.0,PG,-0.13813184253435828
75,4,8,2016,Jefferies Financial Group,86.12,98.0,PG,0.13794705062703194
76,4,8,2016,Citigroup,86.12,98.0,PG,0.13794705062703194
77,4,8,2016,UBS Group,86.12,96.0,PG,0.1147236414305619
78,3,8,2016,B. Riley,86.51,74.0,PG,-0.1446075598196741
79,3,8,2016,Deutsche Bank,86.51,95.0,PG,0.09813894347474283
80,3,8,2016,JPMorgan Chase & Co.,86.51,99.0,PG,0.1443763726736793
81,3,8,2016,Stifel Nicolaus,86.51,93.0,PG,0.07502022887527438
83,22,7,2016,Stifel Nicolaus,85.5,92.0,PG,0.07602339181286544
0,13,7,2018,Sandler O'Neill,126.17,130.0,TRV,0.03035586906554655
1,12,7,2018,Citigroup,126.43,144.0,TRV,0.13897018112789672
2,9,7,2018,Barclays,123.84,135.0,TRV,0.09011627906976738
3,24,5,2018,Wells Fargo & Co,130.77,142.0,TRV,0.08587596543549725
4,1,5,2018,Citigroup,131.56,155.0,TRV,0.17816965643052596
5,26,4,2018,Argus,132.34,158.0,TRV,0.1938945141302706
6,25,4,2018,Morgan Stanley,131.91,126.0,TRV,-0.04480327496020009
7,25,4,2018,MKM Partners,131.91,140.0,TRV,0.061329694488666535
8,24,4,2018,Wells Fargo & Co,132.14,142.0,TRV,0.07461782957469354
9,2,4,2018,Wells Fargo & Co,138.52,142.0,TRV,0.025122725960150083
10,27,3,2018,Citigroup,139.18,159.0,TRV,0.14240551803420032
12,26,1,2018,Atlantic Securities,149.4,110.0,TRV,-0.26372155287817944
13,24,1,2018,Credit Suisse Group,146.91,144.0,TRV,-0.019808045742291225
14,23,1,2018,Wells Fargo & Co,144.34,142.0,TRV,-0.01621172232229462
15,8,12,2017,Royal Bank of Canada,133.76,148.0,TRV,0.1064593301435408
16,6,12,2017,"Keefe, Bruyette & Woods",135.72,152.0,TRV,0.11995284409077513
17,4,12,2017,Goldman Sachs Group,136.42,124.0,TRV,-0.09104236915408292
18,14,11,2017,Wells Fargo & Co,132.85,125.0,TRV,-0.05908919834399695
19,1,11,2017,UBS Group,133.98,139.0,TRV,0.0374682788475893
20,23,10,2017,Argus,133.73,145.0,TRV,0.08427428400508498
21,20,10,2017,Royal Bank of Canada,134.0,140.0,TRV,0.04477611940298498
22,20,10,2017,Citigroup,134.0,151.0,TRV,0.12686567164179108
23,20,10,2017,Morgan Stanley,134.0,124.0,TRV,-0.07462686567164177
24,19,10,2017,Wells Fargo & Co,129.78,125.0,TRV,-0.0368315611034058
25,2,10,2017,Citigroup,122.87,140.0,TRV,0.1394156425490356
26,19,9,2017,UBS Group,120.64,125.0,TRV,0.03614058355437666
27,12,9,2017,Wells Fargo & Co,122.55,125.0,TRV,0.01999184006527943
28,12,9,2017,Credit Suisse Group,122.55,125.0,TRV,0.01999184006527943
29,11,9,2017,Buckingham Research,123.51,136.0,TRV,0.10112541494615823
30,21,8,2017,Royal Bank of Canada,128.07,135.0,TRV,0.05411103302881237
31,11,8,2017,Barclays,129.94,122.0,TRV,-0.0611051254425119
32,26,7,2017,MKM Partners,127.31,130.0,TRV,0.021129526352996697
33,24,7,2017,Citigroup,125.25,148.0,TRV,0.1816367265469061
34,13,7,2017,Citigroup,125.25,150.0,TRV,0.1976047904191616
35,7,7,2017,Morgan Stanley,126.79,119.0,TRV,-0.06144017667008439
36,19,6,2017,Bank of America,129.4,129.44,TRV,0.0003091190108190922
37,25,5,2017,"Keefe, Bruyette & Woods",122.59,115.0,TRV,-0.0619136960600376
38,22,5,2017,Royal Bank of Canada,120.83,126.0,TRV,0.042787387238268686
39,24,4,2017,Argus,120.96,132.0,TRV,0.0912698412698414
40,7,4,2017,Citigroup,120.0,142.0,TRV,0.18333333333333332
42,13,2,2017,FBR & Co,117.37,119.0,TRV,0.013887705546562046
43,10,1,2017,Goldman Sachs Group,116.69,107.0,TRV,-0.0830405347501928
44,9,1,2017,Barclays,118.15,117.0,TRV,-0.009733389758781241
45,6,1,2017,Atlantic Securities,117.83,110.0,TRV,-0.06645166765679368
46,5,1,2017,Morgan Stanley,119.29,110.0,TRV,-0.07787744152904685
47,12,12,2016,BMO Capital Markets,119.87,135.0,TRV,0.12622007174438976
48,1,12,2016,Citigroup,114.22,130.0,TRV,0.13815443880231126
49,11,10,2016,Citigroup,114.48,123.0,TRV,0.07442348008385746
51,12,9,2016,Credit Suisse Group,114.13,111.0,TRV,-0.02742486638044328
52,23,8,2016,Credit Suisse Group,117.28,111.0,TRV,-0.05354706684856758
54,22,7,2016,Royal Bank of Canada,116.72,125.0,TRV,0.07093899931459903
0,10,7,2018,Jefferies Financial Group,126.84,157.0,UTX,0.2377798801639861
1,15,6,2018,Morgan Stanley,126.97,160.0,UTX,0.2601401905962037
2,25,4,2018,Stifel Nicolaus,122.25,127.0,UTX,0.038854805725971435
3,24,4,2018,Cowen,126.5,141.0,UTX,0.11462450592885375
4,15,3,2018,UBS Group,130.16,155.0,UTX,0.19084204056545784
5,26,2,2018,Barclays,133.82,159.0,UTX,0.18816320430428932
6,16,2,2018,Stifel Nicolaus,129.94,139.0,UTX,0.06972448822533472
7,15,2,2018,Barclays,127.99,157.0,UTX,0.2266583326822409
9,30,1,2018,Sanford C. Bernstein,136.0,153.0,UTX,0.125
10,25,1,2018,Stifel Nicolaus,136.83,146.0,UTX,0.06701746692976672
11,25,1,2018,Cowen,136.83,141.0,UTX,0.03047577285682945
12,23,1,2018,UBS Group,135.82,158.0,UTX,0.16330437343542936
14,10,11,2017,Cowen,118.0,120.0,UTX,0.016949152542372836
15,25,10,2017,Stifel Nicolaus,119.71,124.0,UTX,0.03583660512906195
16,24,10,2017,Cowen,119.95,120.0,UTX,0.00041684035014588616
17,10,10,2017,Royal Bank of Canada,118.61,126.0,UTX,0.062305033302419766
18,6,9,2017,Deutsche Bank,111.0,120.0,UTX,0.08108108108108114
19,6,9,2017,Bank of America,111.0,140.0,UTX,0.2612612612612613
20,6,9,2017,Cowen,111.0,120.0,UTX,0.08108108108108114
21,5,9,2017,Cowen,115.59,127.0,UTX,0.09871096115580924
22,5,9,2017,Vertical Research,115.59,125.0,UTX,0.08140842633445787
23,29,8,2017,Jefferies Financial Group,115.06,139.0,UTX,0.20806535720493646
25,26,7,2017,Credit Suisse Group,120.42,136.0,UTX,0.1293805015778109
26,25,7,2017,Cowen,121.9,127.0,UTX,0.041837571780147575
27,21,7,2017,Sanford C. Bernstein,122.29,135.0,UTX,0.10393327336658764
28,10,7,2017,Morgan Stanley,122.73,138.0,UTX,0.12441945734539228
29,10,7,2017,UBS Group,122.73,135.0,UTX,0.09997555609875343
30,7,7,2017,Stifel Nicolaus,122.28,126.0,UTX,0.0304219823356231
31,7,7,2017,Royal Bank of Canada,122.28,125.0,UTX,0.02224403009486431
32,22,6,2017,Morgan Stanley,121.83,132.0,UTX,0.08347697611425753
33,2,6,2017,Royal Bank of Canada,122.07,125.0,UTX,0.02400262144671106
34,28,4,2017,Morgan Stanley,119.19,123.0,UTX,0.03196576894034742
35,28,4,2017,Deutsche Bank,119.19,120.0,UTX,0.0067958721369243405
36,27,4,2017,Jefferies Financial Group,118.36,132.0,UTX,0.11524163568773238
37,27,4,2017,Royal Bank of Canada,118.36,125.0,UTX,0.05610003379520112
38,24,3,2017,Royal Bank of Canada,111.98,118.0,UTX,0.05375959992855872
39,24,3,2017,Cowen,111.98,127.0,UTX,0.13413109483836405
40,13,3,2017,Jefferies Financial Group,112.56,126.0,UTX,0.11940298507462675
41,27,1,2017,Stifel Nicolaus,110.15,116.0,UTX,0.05310939627780287
42,26,1,2017,Barclays,110.8,114.0,UTX,0.028880866425992743
43,26,1,2017,Argus,110.8,115.0,UTX,0.03790613718411562
44,20,1,2017,Robert W. Baird,110.95,110.0,UTX,-0.008562415502478604
45,12,1,2017,Royal Bank of Canada,111.14,118.0,UTX,0.0617239517725392
46,12,1,2017,Royal Bank of Canada,111.14,118.0,UTX,0.0617239517725392
47,19,12,2016,Credit Suisse Group,109.57,125.0,UTX,0.14082321803413356
48,16,12,2016,Barclays,108.41,111.0,UTX,0.023890784982935287
49,15,12,2016,Royal Bank of Canada,109.04,118.0,UTX,0.08217168011738796
50,13,12,2016,UBS Group,110.88,123.0,UTX,0.10930735930735924
52,5,12,2016,Deutsche Bank,108.72,112.0,UTX,0.030169242089771894
53,10,10,2016,Citigroup,100.16,100.58,UTX,0.004193290734824329
54,5,10,2016,Robert W. Baird,101.7,110.0,UTX,0.08161258603736488
55,30,9,2016,Credit Suisse Group,101.42,109.0,UTX,0.07473871031354751
56,23,9,2016,Deutsche Bank,102.1,107.0,UTX,0.04799216454456423
57,19,9,2016,UBS Group,100.5,115.0,UTX,0.14427860696517406
58,27,7,2016,Barclays,108.06,110.0,UTX,0.017952989080140647
59,27,7,2016,Jefferies Financial Group,108.06,118.0,UTX,0.09198593374051443
60,27,7,2016,Bank of America,108.06,130.0,UTX,0.20303535073107534
0,5,7,2018,Cantor Fitzgerald,249.11,300.0,UNH,0.20428726265505184
1,21,6,2018,BMO Capital Markets,252.95,300.0,UNH,0.18600513935560392
2,11,6,2018,SunTrust Banks,250.84,300.0,UNH,0.19598150215276666
3,7,6,2018,BMO Capital Markets,249.76,285.0,UNH,0.1410954516335683
4,18,4,2018,Piper Jaffray Companies,239.0,270.0,UNH,0.12970711297071125
5,18,4,2018,Credit Suisse Group,239.0,270.0,UNH,0.12970711297071125
6,18,4,2018,Oppenheimer,239.0,276.0,UNH,0.15481171548117145
7,18,4,2018,Cantor Fitzgerald,239.0,300.0,UNH,0.2552301255230125
8,18,4,2018,Sanford C. Bernstein,239.0,275.0,UNH,0.15062761506276146
9,18,4,2018,Morgan Stanley,239.0,277.0,UNH,0.15899581589958167
10,18,4,2018,JPMorgan Chase & Co.,239.0,266.0,UNH,0.11297071129707105
11,8,3,2018,Cantor Fitzgerald,227.93,280.0,UNH,0.2284473303207124
12,8,3,2018,Barclays,227.93,265.0,UNH,0.16263765191067425
13,18,1,2018,Argus,239.26,270.0,UNH,0.1284794783917078
14,17,1,2018,Credit Suisse Group,234.67,260.0,UNH,0.10793880768739084
15,17,1,2018,Oppenheimer,234.67,240.0,UNH,0.02271274555759151
16,17,1,2018,Cantor Fitzgerald,234.67,280.0,UNH,0.19316486981719014
17,17,1,2018,Deutsche Bank,234.67,260.0,UNH,0.10793880768739084
18,17,1,2018,Citigroup,234.67,268.0,UNH,0.14202923253931066
19,17,1,2018,BMO Capital Markets,234.67,275.0,UNH,0.17185835428474028
20,17,1,2018,Royal Bank of Canada,234.67,280.0,UNH,0.19316486981719014
21,17,1,2018,Piper Jaffray Companies,234.67,259.0,UNH,0.10367750458090086
22,16,1,2018,Cantor Fitzgerald,233.37,235.0,UNH,0.006984616703089586
23,12,1,2018,Evercore ISI,227.45,255.0,UNH,0.1211255220927676
24,3,1,2018,Goldman Sachs Group,221.62,269.0,UNH,0.21378936919050615
26,1,12,2017,Sanford C. Bernstein,228.89,246.0,UNH,0.0747520643103674
27,1,12,2017,Jefferies Financial Group,228.89,248.0,UNH,0.08348988597142748
28,29,11,2017,Piper Jaffray Companies,217.7,242.0,UNH,0.11162149747358764
29,29,11,2017,Royal Bank of Canada,217.7,244.0,UNH,0.1208084519981627
30,29,11,2017,Credit Suisse Group,217.7,240.0,UNH,0.10243454294901257
31,29,11,2017,Oppenheimer,217.7,225.0,UNH,0.03353238401469927
32,29,11,2017,Wells Fargo & Co,217.7,245.0,UNH,0.12540192926045024
33,27,11,2017,Cantor Fitzgerald,212.25,225.0,UNH,0.06007067137809185
34,2,11,2017,Credit Suisse Group,210.11,233.0,UNH,0.10894293465327687
35,19,10,2017,Argus,205.47,230.0,UNH,0.11938482503528493
36,18,10,2017,Oppenheimer,203.8,205.0,UNH,0.005888125613346285
37,18,10,2017,Bank of America,203.8,240.0,UNH,0.17762512266928354
38,18,10,2017,Citigroup,203.8,235.0,UNH,0.15309126594700673
39,18,10,2017,Morgan Stanley,203.8,235.0,UNH,0.15309126594700673
40,18,10,2017,Leerink Swann,203.8,240.0,UNH,0.17762512266928354
41,18,10,2017,Cantor Fitzgerald,203.8,225.0,UNH,0.10402355250245332
42,17,10,2017,Piper Jaffray Companies,196.8,228.0,UNH,0.15853658536585358
43,17,10,2017,Cantor Fitzgerald,196.8,208.0,UNH,0.056910569105691027
44,16,10,2017,BMO Capital Markets,192.48,250.0,UNH,0.2988362427265172
45,13,10,2017,Jefferies Financial Group,189.59,225.0,UNH,0.1867714541906218
46,10,10,2017,Sanford C. Bernstein,196.26,210.0,UNH,0.07000917150718444
47,18,8,2017,Jefferies Financial Group,192.84,215.0,UNH,0.11491391827421693
48,17,8,2017,Morgan Stanley,193.75,215.0,UNH,0.10967741935483866
49,11,8,2017,Cowen,193.91,220.0,UNH,0.13454695477283285
51,21,7,2017,Oppenheimer,191.38,205.0,UNH,0.07116731110878892
52,21,7,2017,Cantor Fitzgerald,191.38,208.0,UNH,0.08684293029574675
53,20,7,2017,Royal Bank of Canada,189.41,212.0,UNH,0.11926508632068013
54,19,7,2017,Barclays,187.51,217.0,UNH,0.15727161218068386
55,19,7,2017,Citigroup,187.51,213.0,UNH,0.13593941656444986
56,19,7,2017,UBS Group,187.51,213.0,UNH,0.13593941656444986
57,18,7,2017,Mizuho,186.95,235.0,UNH,0.2570205937416423
58,14,7,2017,Bank of America,185.81,214.0,UNH,0.15171411657069056
59,13,7,2017,Deutsche Bank,187.0,197.0,UNH,0.053475935828877
60,13,7,2017,Credit Suisse Group,187.0,200.0,UNH,0.06951871657754016
61,10,7,2017,Sanford C. Bernstein,187.33,190.0,UNH,0.014252922649869102
62,7,7,2017,Cantor Fitzgerald,187.35,205.0,UNH,0.09420870029356833
63,28,6,2017,Stifel Nicolaus,185.68,185.0,UNH,-0.0036622145626885603
64,28,6,2017,Morgan Stanley,185.68,210.0,UNH,0.13097802671262393
65,6,6,2017,Morgan Stanley,179.19,202.0,UNH,0.1272950499469836
66,19,5,2017,Jefferies Financial Group,172.3,192.0,UNH,0.11433546140452687
67,24,4,2017,CIBC,172.66,187.0,UNH,0.0830533997451639
72,21,4,2017,Oppenheimer,172.13,187.0,UNH,0.08638819496891892
73,19,4,2017,Credit Suisse Group,169.59,188.0,UNH,0.10855592900524802
74,19,4,2017,Evercore ISI,169.59,185.0,UNH,0.09086620673388768
75,19,4,2017,Stifel Nicolaus,169.59,185.0,UNH,0.09086620673388768
76,18,4,2017,Mizuho,170.06,200.0,UNH,0.17605550982006354
77,6,4,2017,Cantor Fitzgerald,165.45,200.0,UNH,0.2088244182532488
78,5,4,2017,Deutsche Bank,165.76,183.0,UNH,0.10400579150579148
79,28,2,2017,Leerink Swann,165.47,210.0,UNH,0.2691122257811083
80,6,2,2017,Cantor Fitzgerald,161.51,200.0,UNH,0.23831341712587475
81,24,1,2017,Leerink Swann,159.36,185.0,UNH,0.16089357429718865
82,23,1,2017,Argus,158.62,170.0,UNH,0.07174379019039212
83,10,1,2017,Jefferies Financial Group,161.27,186.0,UNH,0.15334532151051028
84,9,1,2017,Barclays,162.0,187.0,UNH,0.15432098765432098
85,3,1,2017,Piper Jaffray Companies,161.13,188.0,UNH,0.16675975920064556
86,16,12,2016,Jefferies Financial Group,161.38,186.0,UNH,0.15255917709753386
87,7,12,2016,Cantor Fitzgerald,157.89,200.0,UNH,0.2667046678067009
88,1,12,2016,Sanford C. Bernstein,159.12,177.0,UNH,0.11236802413273006
89,1,12,2016,UBS Group,159.12,193.0,UNH,0.21292106586224224
90,30,11,2016,Cowen,157.47,175.0,UNH,0.11132279164285253
91,30,11,2016,Oppenheimer,157.47,171.0,UNH,0.08592112783387318
92,30,11,2016,JPMorgan Chase & Co.,157.47,178.0,UNH,0.13037403949958715
93,30,11,2016,Credit Suisse Group,157.47,179.0,UNH,0.1367244554518321
94,30,11,2016,Royal Bank of Canada,157.47,175.0,UNH,0.11132279164285253
95,30,11,2016,Jefferies Financial Group,157.47,182.0,UNH,0.15577570330856672
96,30,11,2016,Leerink Swann,157.47,195.0,UNH,0.2383311106877501
97,30,11,2016,Mizuho,157.47,178.0,UNH,0.13037403949958715
98,21,10,2016,Credit Suisse Group,144.26,160.0,UNH,0.10910855399972276
99,19,10,2016,Leerink Swann,143.82,175.0,UNH,0.21679877624808785
100,19,10,2016,Mizuho,143.82,169.0,UNH,0.17507996106243914
102,4,10,2016,Jefferies Financial Group,138.69,163.0,UNH,0.17528300526353746
103,22,9,2016,Evercore ISI,140.49,155.0,UNH,0.10328137233966816
104,19,9,2016,UBS Group,138.68,165.0,UNH,0.18978944332275735
105,6,9,2016,Cowen,136.62,150.0,UNH,0.09793588054457623
106,6,9,2016,Sanford C. Bernstein,136.62,178.0,UNH,0.3028839115795636
107,22,7,2016,Oppenheimer,143.69,161.0,UNH,0.12046767346370668
108,22,7,2016,Argus,143.69,170.0,UNH,0.18310251235298214
109,20,7,2016,Citigroup,143.47,164.0,UNH,0.14309611765525898
110,20,7,2016,Barclays,143.47,164.0,UNH,0.14309611765525898
111,20,7,2016,Royal Bank of Canada,143.47,165.0,UNH,0.15006621593364478
112,20,7,2016,FBR & Co,143.47,155.0,UNH,0.0803652331497875
113,20,7,2016,Credit Suisse Group,143.47,155.0,UNH,0.0803652331497875
114,20,7,2016,Leerink Swann,143.47,165.0,UNH,0.15006621593364478
115,20,7,2016,Royal Bank of Canada,143.47,165.0,UNH,0.15006621593364478
116,19,7,2016,Mizuho,140.75,160.0,UNH,0.13676731793960914
117,19,7,2016,Wedbush,140.75,165.0,UNH,0.17229129662522213
0,10,7,2018,Credit Suisse Group,50.8,58.0,VZ,0.1417322834645669
1,21,6,2018,Goldman Sachs Group,48.87,56.0,VZ,0.1458972784939636
2,19,6,2018,Deutsche Bank,47.67,49.0,VZ,0.027900146842878115
3,7,6,2018,Jefferies Financial Group,47.96,52.0,VZ,0.08423686405337771
4,11,5,2018,JPMorgan Chase & Co.,48.07,58.0,VZ,0.2065737466195132
5,25,4,2018,SunTrust Banks,50.06,50.0,VZ,-0.001198561725928915
6,23,4,2018,Barclays,48.2,56.0,VZ,0.1618257261410787
7,28,3,2018,HSBC,47.89,55.0,VZ,0.1484652328252245
8,13,3,2018,Guggenheim,49.0,58.0,VZ,0.18367346938775508
9,24,1,2018,Nomura,53.82,63.0,VZ,0.1705685618729096
10,24,1,2018,JPMorgan Chase & Co.,53.82,58.0,VZ,0.07766629505759948
11,24,1,2018,Bank of America,53.82,58.0,VZ,0.07766629505759948
12,24,1,2018,SunTrust Banks,53.82,58.0,VZ,0.07766629505759948
13,24,1,2018,Macquarie,53.82,54.0,VZ,0.0033444816053511683
14,22,1,2018,Scotiabank,52.05,60.0,VZ,0.1527377521613833
15,2,1,2018,KeyCorp,53.16,53.0,VZ,-0.003009781790820121
16,14,12,2017,HSBC,52.468999999999994,42.8,VZ,-0.18428024166650792
17,12,12,2017,Instinet,52.35,61.0,VZ,0.16523400191021964
18,12,12,2017,Nomura,52.35,61.0,VZ,0.16523400191021964
19,20,11,2017,Wells Fargo & Co,45.8,50.0,VZ,0.09170305676855904
21,20,10,2017,Bank of America,49.45,52.0,VZ,0.051567239635995854
22,20,10,2017,SunTrust Banks,49.45,50.0,VZ,0.011122345803842304
23,4,10,2017,Robert W. Baird,49.64,49.0,VZ,-0.012892828364222451
24,19,9,2017,Cowen,48.09,52.0,VZ,0.08130588479933443
25,31,7,2017,Royal Bank of Canada,47.85,50.0,VZ,0.04493207941483801
26,28,7,2017,Cowen,47.7,52.0,VZ,0.09014675052410892
27,19,7,2017,Cowen,43.35,49.0,VZ,0.1303344867358709
28,14,7,2017,Barclays,43.63,47.0,VZ,0.07724043089617227
29,13,7,2017,Bank of America,43.15,50.0,VZ,0.15874855156431056
31,3,7,2017,Jefferies Financial Group,44.61,50.0,VZ,0.12082492714637973
32,25,5,2017,Royal Bank of Canada,45.05,48.0,VZ,0.06548279689234192
33,28,4,2017,Bank of America,46.64,59.0,VZ,0.26500857632933106
38,21,4,2017,Royal Bank of Canada,47.92,48.0,VZ,0.0016694490818029983
39,18,4,2017,SunTrust Banks,48.62,50.0,VZ,0.028383381324557755
40,13,4,2017,Barclays,48.8,49.0,VZ,0.004098360655737654
41,7,4,2017,Royal Bank of Canada,48.48,51.0,VZ,0.051980198019802026
42,21,2,2017,Moffett Nathanson,49.51,54.0,VZ,0.09068874974752572
43,16,2,2017,Instinet,48.03,47.0,VZ,-0.021444930251925957
44,15,2,2017,Wells Fargo & Co,48.0,80.0,VZ,0.6666666666666667
45,30,1,2017,Evercore ISI,49.49,53.0,VZ,0.07092341887249942
46,26,1,2017,Cowen,48.75,49.0,VZ,0.00512820512820511
47,25,1,2017,Royal Bank of Canada,49.5,51.0,VZ,0.03030303030303028
48,25,1,2017,Jefferies Financial Group,49.5,51.0,VZ,0.03030303030303028
49,25,1,2017,UBS Group,49.5,52.0,VZ,0.050505050505050615
50,25,1,2017,Macquarie,49.5,53.0,VZ,0.07070707070707072
51,25,1,2017,FBR & Co,49.5,52.0,VZ,0.050505050505050615
52,25,1,2017,Barclays,49.5,52.0,VZ,0.050505050505050615
53,24,1,2017,Goldman Sachs Group,50.255,51.0,VZ,0.014824395582529125
54,24,1,2017,Drexel Hamilton,50.255,54.0,VZ,0.07451994826385433
55,23,1,2017,Wells Fargo & Co,52.46,54.0,VZ,0.029355699580632773
57,12,1,2017,Drexel Hamilton,52.43,54.0,VZ,0.029944688155636
58,3,1,2017,Citigroup,53.96,53.38,VZ,-0.010748702742772398
59,16,12,2016,Jefferies Financial Group,52.06,53.0,VZ,0.01805608912792933
60,24,10,2016,Drexel Hamilton,48.71,54.0,VZ,0.10860192978854433
68,12,9,2016,Nomura,51.75,47.0,VZ,-0.09178743961352652
69,26,8,2016,Barclays,52.64,52.0,VZ,-0.012158054711246202
70,2,8,2016,Imperial Capital,54.45,60.0,VZ,0.1019283746556474
71,28,7,2016,Morgan Stanley,55.2,60.0,VZ,0.08695652173913038
72,27,7,2016,JPMorgan Chase & Co.,54.95,56.0,VZ,0.019108280254777062
73,27,7,2016,UBS Group,54.95,54.0,VZ,-0.017288444040036488
74,27,7,2016,Argus,54.95,60.0,VZ,0.09190172884440397
75,27,7,2016,Hilliard Lyons,54.95,53.0,VZ,-0.035486806187443154
76,27,7,2016,FBR & Co,54.95,57.0,VZ,0.03730664240218373
0,12,7,2018,Wells Fargo & Co,139.01,155.0,V,0.11502769584921956
1,26,6,2018,Buckingham Research,132.11,169.0,V,0.2792369994701385
2,6,6,2018,Wedbush,134.0,150.0,V,0.11940298507462675
3,18,5,2018,UBS Group,129.62,141.0,V,0.08779509334979174
4,27,4,2018,Argus,126.44,145.0,V,0.14678899082568808
5,26,4,2018,Buckingham Research,125.14,152.0,V,0.21463960364391887
6,26,4,2018,Morgan Stanley,125.14,142.0,V,0.1347291034041873
7,9,4,2018,Guggenheim,118.63,143.0,V,0.20542864368203675
8,27,3,2018,Sanford C. Bernstein,121.52,143.0,V,0.1767610269914417
9,5,2,2018,BMO Capital Markets,118.7,148.0,V,0.2468407750631845
10,2,2,2018,Mizuho,123.72,136.0,V,0.0992563853863564
11,2,2,2018,Guggenheim,123.72,136.0,V,0.0992563853863564
12,2,2,2018,Loop Capital,123.72,142.0,V,0.1477529906239896
13,2,2,2018,Barclays,123.72,150.0,V,0.2124151309408342
14,2,2,2018,Morgan Stanley,123.72,140.0,V,0.13158745554477844
15,2,2,2018,Piper Jaffray Companies,123.72,164.0,V,0.325573876495312
16,2,2,2018,Nomura,123.72,146.0,V,0.1800840607824119
17,2,2,2018,Cantor Fitzgerald,123.72,141.0,V,0.13967022308438404
18,2,2,2018,KeyCorp,123.72,140.0,V,0.13158745554477844
19,29,1,2018,Cantor Fitzgerald,126.74,123.0,V,-0.029509231497554026
20,29,1,2018,Citigroup,126.74,145.0,V,0.14407448319394045
21,25,1,2018,Oppenheimer,125.0,143.0,V,0.1439999999999999
22,25,1,2018,Morgan Stanley,125.0,137.0,V,0.09600000000000007
23,12,1,2018,Cowen,120.12,129.0,V,0.07392607392607388
24,12,1,2018,Citigroup,120.12,136.0,V,0.13220113220113205
25,10,1,2018,Stephens,118.69,135.0,V,0.13741680006740253
26,9,1,2018,Wells Fargo & Co,119.97,135.0,V,0.12528132033008246
27,8,1,2018,Credit Suisse Group,118.61,129.0,V,0.08759801028581071
28,5,1,2018,Barclays,116.99,145.0,V,0.2394221728352852
29,28,12,2017,Susquehanna Bancshares,114.3,148.0,V,0.29483814523184604
30,22,12,2017,"Keefe, Bruyette & Woods",112.43,141.0,V,0.2541136707284533
31,30,10,2017,Jefferies Financial Group,109.67,127.0,V,0.15801951308470866
32,26,10,2017,Buckingham Research,110.38,130.0,V,0.1777495923174488
33,26,10,2017,Nomura,110.38,126.0,V,0.1415111433230658
34,26,10,2017,Barclays,110.38,128.0,V,0.1596303678202573
35,26,10,2017,Loop Capital,110.38,123.0,V,0.11433230657727855
36,26,10,2017,SunTrust Banks,110.38,135.0,V,0.22304765356042774
37,26,10,2017,BMO Capital Markets,110.38,134.0,V,0.2139880413118318
38,26,10,2017,Morgan Stanley,110.38,126.0,V,0.1415111433230658
39,25,10,2017,Cantor Fitzgerald,109.41,120.0,V,0.09679188374006033
40,20,10,2017,Morgan Stanley,107.7,125.0,V,0.16063138347260894
41,18,10,2017,Barclays,107.62,123.0,V,0.1429102397323918
42,18,10,2017,KeyCorp,107.62,118.0,V,0.09645047388961148
43,18,10,2017,Citigroup,107.62,124.0,V,0.15220219290094786
44,17,10,2017,Jefferies Financial Group,108.25,125.0,V,0.15473441108545027
45,13,10,2017,Stephens,108.5,125.0,V,0.1520737327188939
46,12,10,2017,Mizuho,108.5,115.0,V,0.05990783410138256
47,12,10,2017,Cowen,108.5,107.0,V,-0.01382488479262678
48,10,10,2017,Wells Fargo & Co,107.58,120.0,V,0.1154489682097044
49,4,10,2017,KeyCorp,105.71,110.0,V,0.04058272632674309
50,2,10,2017,Robert W. Baird,105.54,128.0,V,0.21281030888762545
51,2,10,2017,Buckingham Research,105.54,129.0,V,0.2222853894258101
